price,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,age
23985,35,7229,2,3,2,27457.0,0,0,1,2,0,1,3.0
10300,17,6790,0,3,2,42500.0,4,0,0,1,0,5,4.0
9000,10,4055,1,6,2,158000.0,0,0,0,1,8,10,7.0
16999,10,3852,0,5,2,121058.0,0,0,0,1,10,0,8.0
28200,35,8773,3,5,2,2200.0,1,0,2,2,8,9,1.0
7500,23,2393,0,6,2,68000.0,0,0,2,2,2,1,18.0
16995,10,3852,0,5,2,146734.0,0,0,0,1,10,0,7.0
17950,10,3852,0,5,2,106404.0,0,0,0,1,10,9,8.0
13000,6,8801,0,6,2,133325.0,0,2,2,0,0,0,11.0
15995,10,3852,0,6,2,112097.0,0,0,0,1,10,0,7.0
4495,6,9122,0,5,2,145515.0,0,0,0,1,0,4,17.0
9999,10,3271,0,4,2,96587.0,0,0,1,1,0,0,7.0
6995,14,3309,0,3,2,122000.0,0,1,1,2,4,9,7.0
7800,36,5584,0,3,0,78000.0,0,0,1,2,9,0,7.0
5900,17,2469,0,3,2,111072.0,0,0,1,0,0,9,8.0
11900,3,478,0,3,2,59809.0,0,0,2,0,9,9,6.0
5900,3,902,0,5,2,168693.0,0,0,0,2,9,0,11.0
6000,21,6429,2,6,2,150927.0,0,0,2,1,0,0,13.0
4700,21,6227,2,5,2,141937.0,0,0,1,1,9,0,11.0
14900,11,2941,0,6,2,144950.0,0,0,0,1,8,9,17.0
14900,23,1621,0,6,2,102000.0,0,0,0,1,0,1,9.0
27900,11,2080,3,5,2,20143.0,0,0,0,2,8,9,5.0
8800,23,1650,0,5,2,90000.0,1,0,0,2,9,9,9.0
18500,6,8030,0,6,2,62000.0,5,0,2,1,8,10,4.0
17500,6,8030,0,6,2,130000.0,0,0,2,1,8,9,6.0
2750,28,5198,2,5,2,127600.0,0,0,1,2,9,9,15.0
14900,6,9226,0,5,2,59700.0,0,0,1,2,0,5,5.0
14000,6,1996,2,6,2,108700.0,1,0,2,0,3,5,10.0
4999,27,7357,0,3,2,103771.0,4,0,1,0,0,8,9.0
4997,20,7427,0,5,2,161131.0,0,0,0,1,0,9,18.0
8597,30,40,0,6,2,69110.0,0,0,0,1,10,4,18.0
6500,11,9953,2,6,2,159000.0,5,0,0,1,0,10,9.0
13997,27,8967,0,6,2,152840.0,0,0,0,1,10,0,10.0
6997,0,6148,0,5,2,133757.0,0,0,0,1,0,9,14.0
34000,6,8030,3,6,2,25000.0,0,0,0,1,10,9,1.0
32500,11,2080,3,5,2,20400.0,0,0,0,2,10,9,4.0
5200,27,6758,0,5,2,122000.0,0,0,2,2,0,2,13.0
8000,10,4386,2,6,0,300000.0,0,0,0,1,8,10,19.0
19999,11,7848,0,6,2,126632.0,0,0,2,1,8,0,5.0
3500,22,2840,2,5,2,190000.0,0,0,2,1,0,0,13.0
9998,10,3852,0,6,2,193203.0,0,0,0,1,8,10,10.0
17998,35,2548,0,3,2,14708.0,0,0,1,0,4,9,1.0
4250,35,2562,0,3,2,163000.0,0,0,1,0,9,9,17.0
14995,10,3852,0,6,2,166512.0,0,0,0,1,8,1,9.0
28977,10,8672,0,6,0,105727.0,0,0,0,1,8,10,8.0
6100,18,4859,0,3,2,132000.0,0,0,1,2,9,0,9.0
6300,10,3852,2,6,2,130000.0,0,0,0,1,8,10,22.0
6800,10,3852,2,6,2,211054.0,0,0,2,1,8,10,15.0
8995,6,8030,0,6,2,153602.0,0,0,2,1,8,8,10.0
20977,6,8030,0,6,2,90505.0,0,0,0,1,8,5,7.0
3600,3,1065,2,6,2,175000.0,0,0,2,1,9,9,18.0
2500,4,7284,2,5,2,164090.0,0,0,1,1,0,5,15.0
4500,27,1374,0,3,2,219000.0,0,0,1,1,9,0,11.0
32000,17,9633,0,5,2,77000.0,1,0,0,1,0,9,6.0
750,4,5864,1,5,2,133000.0,0,0,1,1,9,1,21.0
6950,20,5956,0,6,2,126000.0,0,0,2,1,9,9,21.0
16495,11,7928,2,6,0,228987.0,0,1,0,1,10,10,6.0
27500,11,7872,0,6,2,87000.0,0,0,0,1,10,10,6.0
5995,10,4740,2,3,2,103757.0,0,0,1,0,9,10,7.0
3495,6,6286,0,5,2,146809.0,0,0,1,1,3,9,14.0
5000,35,9308,2,6,2,266000.0,0,0,0,2,8,5,20.0
10999,10,3852,0,6,2,165936.0,0,0,0,2,10,10,10.0
6100,35,2035,3,3,2,90400.0,4,0,1,2,9,9,11.0
16275,35,2552,0,3,2,30323.0,0,0,1,3,9,10,1.0
3900,6,6060,3,5,2,135000.0,0,0,1,2,4,2,16.0
16900,0,6164,0,5,2,124000.0,0,0,0,2,0,0,6.0
13900,10,4321,0,6,2,121157.0,0,0,2,1,8,10,12.0
7995,32,6675,0,5,2,130276.0,0,0,0,1,0,10,10.0
2495,8,2862,2,6,2,245047.0,0,0,0,1,10,1,15.0
6995,32,9565,0,3,2,91978.0,0,0,1,0,0,0,12.0
3500,35,5373,3,3,2,175000.0,0,0,0,1,0,2,14.0
4995,26,3397,2,5,2,182387.0,0,0,0,1,0,10,9.0
7495,7,9091,2,5,2,107847.0,0,0,1,1,11,3,9.0
7995,6,8801,2,6,2,239001.0,0,0,0,1,0,9,10.0
25000,10,3852,0,6,2,78000.0,0,0,0,1,8,0,6.0
6995,14,9290,2,3,2,127900.0,0,0,1,1,0,3,8.0
13975,35,5373,0,5,2,111149.0,0,0,0,2,0,10,7.0
3000,10,3852,1,6,2,213000.0,0,0,0,1,10,0,19.0
9975,33,4838,0,3,2,98262.0,0,0,0,0,0,1,8.0
12000,30,290,0,6,2,95000.0,0,0,0,1,10,0,16.0
3799,20,3485,2,5,2,170925.0,0,0,1,1,9,7,16.0
19500,35,8789,3,5,2,118000.0,0,0,0,1,10,9,8.0
8999,3,978,2,5,2,190000.0,0,0,0,1,9,0,7.0
6900,6,2416,0,3,2,22995.0,0,0,1,0,9,5,13.0
13999,10,4086,0,6,2,92043.0,0,0,0,1,8,8,10.0
11000,35,8721,2,5,2,240000.0,0,0,0,2,10,9,12.0
6000,10,3736,3,5,2,138807.0,0,0,2,2,0,0,13.0
6999,27,5714,3,3,2,100450.0,0,0,1,2,4,8,9.0
2800,7,2488,0,5,2,110000.0,0,0,1,1,9,9,16.0
1150,14,7625,0,3,2,230125.0,0,0,1,1,0,3,17.0
23995,30,40,0,5,0,59000.0,0,0,0,1,10,2,5.0
22495,6,2439,0,5,2,54000.0,0,0,0,2,8,9,5.0
8900,11,7848,2,6,2,128.0,0,0,2,1,10,10,8.0
7950,10,8676,2,6,0,196317.0,0,0,2,1,10,10,14.0
6200,13,7310,0,5,2,234207.0,4,0,0,1,0,9,13.0
20300,35,5373,0,5,2,69000.0,0,0,0,1,0,5,5.0
34995,6,8159,0,6,2,10000.0,0,0,0,1,10,10,2.0
2700,10,3695,2,6,2,141000.0,0,0,0,1,0,8,16.0
6900,6,8030,2,5,2,131000.0,0,0,2,1,10,0,11.0
3700,13,1322,0,3,2,197000.0,0,0,1,1,9,10,15.0
11000,36,6701,3,3,2,70000.0,0,0,1,2,9,1,4.0
11500,23,1644,0,3,2,45000.0,0,0,0,0,9,8,8.0
7500,6,6043,2,3,3,76.0,0,0,1,2,9,5,7.0
3200,28,9539,0,3,2,146.0,0,1,1,2,4,5,18.0
2500,10,8852,2,5,2,129541.0,0,0,1,1,9,9,16.0
2500,8,2866,2,5,2,193000.0,0,0,0,2,8,10,17.0
9995,6,3469,2,3,2,114707.0,0,0,0,2,0,0,9.0
12995,10,3562,0,3,2,88825.0,0,0,0,2,0,5,3.0
15995,5,3507,2,6,2,138182.0,0,0,0,1,0,0,9.0
5795,13,2296,0,3,2,60877.0,0,0,1,2,9,9,17.0
27995,6,3777,0,6,2,14000.0,0,0,2,1,11,10,2.0
18995,6,8040,2,6,2,125596.0,0,0,0,1,10,9,5.0
10000,6,6050,0,3,2,76480.0,0,0,1,2,9,10,6.0
6500,11,7848,2,6,2,94233.0,0,0,0,1,8,1,17.0
14995,6,8040,0,6,2,100931.0,0,0,0,1,10,1,10.0
13650,18,8443,0,3,2,17350.0,0,0,1,0,9,10,3.0
2500,6,5434,2,5,2,178341.0,0,0,1,1,9,5,12.0
14500,27,4934,0,5,2,88900.0,0,0,0,2,8,5,9.0
6995,10,7133,1,5,2,81756.0,0,0,0,0,10,11,14.0
5500,6,9122,2,5,2,152120.0,0,0,0,1,0,5,13.0
6999,10,4676,0,3,2,30015.0,0,0,1,3,9,9,4.0
2950,35,7819,2,5,2,258000.0,0,0,1,1,5,5,16.0
3495,6,5721,0,6,2,173701.0,0,0,0,1,10,4,23.0
4000,33,6594,0,3,2,190500.0,0,1,0,2,12,1,12.0
13995,17,2228,0,5,2,12775.0,4,0,1,2,0,10,3.0
20000,3,248,0,3,2,5700.0,0,0,0,0,3,1,4.0
18995,6,8030,0,5,2,47000.0,0,0,2,1,10,10,3.0
16278,30,40,0,6,2,124816.0,0,0,0,2,10,10,8.0
3300,24,7606,0,5,2,196151.0,0,0,1,1,3,9,12.0
4900,30,290,1,5,0,315000.0,0,1,2,1,8,10,21.0
6900,6,2686,0,3,2,78399.0,0,0,1,2,9,5,7.0
14995,5,8550,0,5,2,48348.0,4,0,0,2,0,0,7.0
10000,6,8123,2,6,0,366000.0,0,0,0,1,10,10,15.0
3995,10,4181,2,6,2,187000.0,0,0,0,1,8,8,15.0
3000,10,7132,2,3,2,190000.0,0,1,2,0,8,4,24.0
5000,2,1175,0,5,2,136463.0,0,0,0,2,9,0,13.0
12495,5,2792,0,5,2,21534.0,4,0,0,2,9,1,7.0
14995,15,7011,0,5,2,23945.0,4,0,0,2,9,5,5.0
6995,6,2686,0,3,2,54252.0,4,0,1,0,9,5,6.0
10498,10,4732,0,3,2,52379.0,0,0,1,2,9,9,4.0
4998,28,5076,2,5,2,117261.0,0,0,1,0,2,10,13.0
7995,11,7938,0,6,2,157000.0,0,1,2,1,10,8,21.0
4995,23,1808,0,6,2,106123.0,0,0,2,1,3,0,21.0
7998,6,1996,0,6,2,90000.0,0,1,2,1,2,0,20.0
4995,6,1475,0,5,2,146865.0,0,0,0,2,5,2,18.0
7995,10,4009,0,6,0,256000.0,0,0,0,1,10,8,16.0
8000,13,1290,0,3,2,98000.0,0,0,1,2,9,9,10.0
2650,35,1545,0,5,2,190000.0,0,0,1,1,9,3,14.0
2500,10,8852,0,5,2,159000.0,0,0,1,1,9,9,14.0
7995,10,4009,0,6,0,256000.0,0,0,0,1,10,10,14.0
12995,10,4009,0,6,0,163000.0,0,0,0,1,10,1,14.0
12995,23,7563,3,6,2,68000.0,0,0,2,1,9,5,13.0
11995,10,4009,0,6,0,190000.0,0,0,0,1,10,4,12.0
12995,6,9238,0,5,2,113292.0,0,0,0,2,0,1,7.0
21898,10,4148,0,6,0,169010.0,0,0,0,1,10,8,10.0
1800,27,6099,1,5,2,173000.0,0,0,1,1,9,9,14.0
4995,17,5875,0,5,2,164000.0,0,0,0,1,0,4,12.0
5150,13,2612,0,3,2,206000.0,0,0,0,0,0,9,14.0
13995,6,8028,0,6,2,112000.0,0,0,0,1,10,10,11.0
11600,2,1109,0,3,2,89000.0,5,0,1,0,9,10,5.0
12000,3,10010,0,5,2,70100.0,0,0,2,0,2,11,18.0
7000,7,9070,2,5,2,148521.0,0,0,1,1,5,0,6.0
16995,10,4086,0,6,0,242000.0,0,0,0,1,10,9,9.0
9500,6,8028,0,5,2,110874.0,0,0,0,1,10,10,6.0
18900,6,8030,3,6,2,70874.0,0,0,0,1,8,9,10.0
11950,6,410,0,6,2,172000.0,0,0,2,1,10,10,7.0
15995,10,3852,0,6,2,152111.0,0,0,0,1,10,2,7.0
3000,32,8289,0,3,2,142999.0,0,0,1,2,3,1,18.0
19750,10,4272,0,6,2,1.0,0,0,2,1,8,10,5.0
6100,13,1302,0,3,2,89200.0,4,0,1,2,9,9,11.0
1200,13,1264,1,3,2,202250.0,0,1,1,2,9,10,16.0
5500,17,2459,2,6,2,90.0,5,0,0,2,0,0,14.0
2700,10,8703,2,3,2,149006.0,0,1,1,3,4,1,16.0
12900,0,9007,3,5,2,36000.0,0,0,1,1,9,10,8.0
1500,30,144,2,6,2,126000.0,0,0,2,1,8,1,17.0
8500,10,3625,0,6,0,192777.0,0,0,2,1,0,10,15.0
6999,10,4732,0,3,2,14416.0,0,0,1,0,9,5,8.0
5995,3,584,2,5,2,96000.0,0,0,2,2,2,1,23.0
4600,33,5487,2,3,2,144000.0,0,1,0,0,4,9,12.0
16995,35,2537,0,3,2,33100.0,0,0,1,2,9,10,4.0
35995,17,9654,0,5,2,23600.0,0,0,0,1,0,1,2.0
9100,20,5573,3,5,2,87000.0,0,0,1,0,9,10,13.0
8400,35,5373,0,5,2,110000.0,0,0,1,2,9,9,12.0
14500,17,2242,2,3,2,37000.0,0,0,1,2,0,5,4.0
3998,27,9506,0,3,2,119000.0,0,1,1,0,9,9,8.0
8500,30,40,0,6,2,160000.0,0,0,2,1,10,9,10.0
4998,27,1374,0,3,2,180000.0,0,0,1,2,3,5,12.0
17500,6,8028,0,6,2,143000.0,0,0,0,1,8,0,4.0
5995,10,4948,2,5,2,122124.0,0,0,1,2,9,0,9.0
24900,6,8123,3,6,0,183000.0,0,0,0,1,8,8,13.0
5500,23,1921,2,5,2,104000.0,0,0,2,0,9,8,14.0
21000,8,2168,0,6,2,32600.0,1,0,2,2,3,8,7.0
5200,6,8801,2,6,2,188000.0,0,0,0,1,0,9,17.0
8450,10,7138,0,5,2,66000.0,0,0,0,2,10,8,16.0
18800,35,5396,0,5,2,70200.0,5,0,1,1,0,9,5.0
3950,10,3101,2,6,2,141610.0,0,0,2,1,11,3,16.0
2998,35,2035,0,3,2,230000.0,0,0,1,2,9,9,16.0
2400,10,3852,2,6,2,244000.0,0,0,0,1,10,1,20.0
20999,10,4009,0,6,0,210000.0,0,1,0,1,10,2,21.0
1700,24,2601,2,5,2,103000.0,0,0,2,2,3,9,25.0
2400,13,5519,2,2,3,277000.0,0,1,1,3,3,9,20.0
4750,6,7505,0,5,2,172000.0,0,0,0,2,8,1,17.0
10995,33,4853,0,5,2,119100.0,0,0,0,2,12,10,5.0
19995,35,7837,0,5,2,71000.0,0,0,1,1,5,1,4.0
2000,10,3641,2,6,2,220000.0,0,0,0,1,0,8,20.0
500,5,3507,1,6,2,220000.0,0,0,0,1,0,2,21.0
16000,10,4274,0,6,2,91400.0,0,0,0,1,8,5,7.0
23500,20,6519,0,3,2,39650.0,0,0,1,1,0,9,4.0
8300,27,8982,0,6,2,91300.0,0,0,2,1,10,4,16.0
8500,31,8522,2,6,2,134020.0,0,0,0,1,0,9,12.0
30999,6,5036,0,5,2,36521.0,4,0,2,1,10,10,4.0
34750,5,2798,0,6,2,43921.0,0,0,2,1,9,0,9.0
16995,27,7362,0,3,2,25985.0,0,0,0,2,0,1,4.0
6000,6,8638,0,6,2,189843.0,0,0,0,1,0,8,18.0
3000,28,5270,2,5,2,166888.0,0,0,1,1,9,10,14.0
8000,6,8030,2,6,2,158000.0,0,0,0,1,10,9,12.0
32000,30,290,3,6,2,23109.0,1,0,0,1,10,10,2.0
7495,13,1264,0,3,2,150054.0,0,0,1,2,9,5,9.0
8495,33,4800,0,3,2,102117.0,0,0,0,2,0,5,11.0
4995,35,1537,0,5,2,201731.0,0,0,1,1,9,9,14.0
7995,10,3695,2,6,2,161967.0,0,0,0,1,0,2,12.0
8995,10,3277,2,5,2,135755.0,0,0,1,1,0,2,10.0
7995,10,4522,2,6,2,126250.0,4,0,0,1,0,10,14.0
7336,30,379,1,6,2,242806.0,0,0,0,1,10,10,16.0
29995,30,84,0,5,0,64407.0,0,0,0,1,8,5,4.0
1850,35,3217,2,3,2,93000.0,0,1,1,0,3,9,20.0
17500,6,8028,0,6,2,155000.0,0,0,0,1,8,3,7.0
5500,10,4356,0,6,2,141751.0,0,0,0,1,8,10,17.0
28995,6,8030,0,6,2,41000.0,0,0,0,1,10,5,3.0
14999,10,3536,3,3,2,42000.0,0,0,1,2,0,1,4.0
1250,6,2131,0,3,2,141125.0,0,0,1,1,9,5,20.0
6875,30,293,2,6,2,123218.0,0,0,0,1,10,10,21.0
16999,36,8944,3,3,2,22987.0,0,0,1,2,0,10,4.0
29999,3,9746,0,3,2,51544.0,0,0,0,1,0,1,7.0
24999,21,6238,3,5,2,31064.0,0,0,1,2,0,1,4.0
23999,10,3536,3,3,2,22643.0,0,0,1,2,0,10,4.0
7999,20,5550,0,5,2,146000.0,0,0,0,2,9,10,13.0
24999,21,6223,3,3,2,32487.0,0,0,1,2,0,0,4.0
9975,35,9485,0,5,2,115261.0,0,0,0,1,0,2,10.0
5499,35,2044,0,3,2,143874.0,0,0,1,1,9,2,15.0
8975,37,9785,0,5,2,100100.0,0,0,0,2,12,0,10.0
3700,6,8028,2,6,2,197897.0,0,0,0,1,10,2,20.0
28500,30,198,2,6,2,45458.0,0,0,0,1,10,10,5.0
1350,10,3249,1,6,2,256000.0,0,0,2,1,11,10,18.0
4000,13,6862,2,5,2,190657.0,0,0,0,2,0,9,14.0
7999,13,1264,0,5,2,88562.0,4,0,1,1,9,10,8.0
9999,6,3446,2,3,2,50836.0,4,0,1,1,0,5,4.0
10500,10,3842,0,6,0,200000.0,0,0,0,1,8,10,17.0
5999,18,4855,0,3,2,88530.0,4,0,1,2,3,9,8.0
8812,35,855,0,5,2,145048.0,0,0,2,2,0,9,15.0
8876,10,4448,2,6,0,171813.0,0,0,0,1,8,10,12.0
4800,11,7847,3,6,2,211100.0,0,0,0,1,10,5,18.0
25995,13,1290,0,3,2,22800.0,0,0,1,1,9,2,2.0
4200,6,8605,0,6,2,197683.0,0,0,0,1,10,0,21.0
7900,11,9943,3,6,2,208100.0,0,0,0,1,0,2,13.0
15000,10,3852,2,6,2,123667.0,0,0,0,1,10,3,12.0
22000,30,995,2,5,0,268190.0,0,0,0,1,10,10,12.0
3500,6,6286,3,5,2,168141.0,0,0,1,2,3,10,13.0
3500,6,1478,3,5,2,149658.0,0,0,0,2,11,8,17.0
2700,10,3731,3,5,2,192200.0,0,0,2,2,10,1,18.0
4000,11,3411,3,5,2,176838.0,0,0,0,2,0,5,15.0
2500,10,4732,0,3,2,80123.0,0,0,1,2,12,2,19.0
15000,11,7919,2,6,0,220812.0,0,0,0,1,10,3,15.0
22000,10,4047,2,6,2,94607.0,0,0,0,1,10,10,4.0
13000,10,4112,2,6,2,210801.0,0,0,0,1,10,10,7.0
23000,30,826,2,5,0,263588.0,0,0,0,1,10,10,9.0
9000,10,4047,2,6,2,183226.0,0,0,0,1,10,10,14.0
13000,6,8123,2,6,0,110258.0,0,0,2,1,10,10,15.0
6000,6,8030,2,6,2,210169.0,0,0,2,1,10,11,16.0
13000,8,2168,2,5,2,104016.0,0,0,2,2,3,0,6.0
5400,10,4252,1,6,2,176000.0,0,0,0,1,10,10,13.0
17500,6,2590,0,6,2,70400.0,0,0,2,1,2,1,15.0
32900,10,4568,0,6,0,49500.0,0,0,0,1,10,10,5.0
7000,10,4514,2,0,2,180000.0,0,0,0,1,8,0,20.0
6750,10,4567,1,0,2,197393.0,0,0,0,1,10,10,11.0
10997,23,5991,0,6,2,128589.0,0,0,0,1,0,0,10.0
9497,0,6148,0,5,2,135893.0,0,0,0,1,0,9,12.0
9997,6,8030,0,6,2,99113.0,0,0,2,1,10,10,14.0
4500,10,4668,0,3,2,144459.0,0,0,1,3,9,9,8.0
5000,33,4790,0,3,2,156556.0,0,0,0,2,0,5,12.0
5000,8,6025,0,5,2,50526.0,0,0,2,1,12,5,15.0
5000,25,2505,0,3,2,103557.0,0,1,1,3,3,0,12.0
4000,6,8159,0,6,2,101861.0,0,0,2,1,8,10,22.0
6500,17,5875,0,5,2,33505.0,0,0,0,2,0,0,16.0
3100,10,4732,2,3,2,90000.0,4,0,1,2,9,1,10.0
3800,6,8605,2,6,2,177.0,0,0,2,1,0,10,21.0
7500,11,9992,0,6,2,166000.0,0,0,0,1,0,10,14.0
5500,27,1374,2,3,2,155000.0,0,0,1,1,9,1,9.0
6499,6,2706,0,3,2,58000.0,4,0,1,2,9,8,4.0
7800,6,1515,2,6,2,132214.0,0,0,0,1,10,8,15.0
15998,13,1345,0,3,2,25426.0,0,0,1,0,9,10,5.0
8995,10,3286,0,5,2,114000.0,0,0,1,2,0,2,8.0
21995,10,4250,0,5,2,90000.0,0,0,0,1,10,0,7.0
20995,17,9662,0,5,2,96000.0,0,0,0,1,0,1,7.0
14284,6,8030,0,5,2,80313.0,0,0,2,2,10,10,5.0
23500,30,45,0,6,2,85728.0,0,0,0,1,10,5,8.0
12104,6,8123,0,6,0,293381.0,0,0,0,1,10,10,15.0
33770,23,8525,3,3,0,36000.0,0,0,2,1,11,0,5.0
4100,35,5376,2,5,2,175.0,0,0,0,1,0,8,17.0
4300,35,2062,0,5,2,145430.0,0,0,1,2,2,10,16.0
4100,35,5373,2,5,2,175.0,0,0,0,1,0,8,17.0
5500,10,4740,3,3,2,129470.0,0,0,1,2,4,9,7.0
3700,10,3587,3,5,2,167171.0,0,0,0,2,0,8,16.0
27000,35,5385,0,5,2,46000.0,0,0,0,1,0,8,4.0
7995,11,7847,2,6,2,120000.0,0,0,2,1,10,1,14.0
3998,35,2537,0,3,2,233000.0,0,0,1,0,9,1,12.0
2798,6,6035,0,5,2,207000.0,0,0,1,2,9,1,15.0
5298,10,4732,0,3,2,106000.0,0,0,1,0,9,8,8.0
13750,10,3707,0,5,2,118787.0,0,0,0,1,0,10,7.0
9450,27,4900,0,5,2,142719.0,0,0,0,1,10,10,5.0
3230,35,7206,2,3,2,288000.0,0,0,0,2,0,2,12.0
2500,10,3653,2,6,2,195000.0,5,0,2,1,0,4,17.0
5900,14,5118,2,3,2,168000.0,0,0,2,0,3,10,9.0
2900,13,6531,0,5,2,149000.0,0,0,1,1,5,9,17.0
4500,3,452,2,5,2,167000.0,0,1,2,2,9,0,13.0
7499,27,7743,0,3,2,48314.0,5,0,1,1,9,9,6.0
3995,6,8801,2,6,2,219000.0,0,0,0,1,0,8,19.0
10000,30,290,2,5,0,245000.0,0,0,0,1,10,0,17.0
6200,6,3809,2,6,2,139000.0,0,0,2,1,11,10,15.0
3350,37,9445,2,4,2,182000.0,0,0,1,2,12,1,20.0
3995,2,1118,0,5,2,75125.0,0,0,0,1,9,1,16.0
1900,6,5446,2,5,2,213300.0,0,0,1,1,9,10,14.0
10500,6,8123,2,6,2,108056.0,0,0,0,1,10,10,10.0
6000,11,7896,0,6,2,192426.0,0,0,0,1,8,10,14.0
24933,3,9766,0,6,2,85368.0,4,0,0,1,0,3,9.0
10500,6,8108,0,6,2,108000.0,0,0,0,1,8,9,19.0
3200,13,1264,2,5,2,193771.0,0,0,1,3,9,0,14.0
3495,22,779,3,3,2,178851.0,0,0,1,0,9,0,12.0
8000,8,2913,0,3,2,68261.0,0,0,1,2,9,9,5.0
9775,36,5185,0,3,0,75503.0,0,1,1,0,4,10,8.0
5500,2,1221,2,6,2,199000.0,0,0,0,1,9,9,13.0
11500,0,7247,0,5,2,85650.0,4,0,0,3,0,9,6.0
6000,27,1374,0,3,2,85285.0,0,0,1,2,9,5,7.0
22000,10,3271,3,3,2,39000.0,0,0,1,2,0,10,4.0
13995,27,1401,0,5,2,46870.0,0,0,1,2,9,5,5.0
10975,27,6112,0,5,2,56572.0,4,0,1,2,9,0,8.0
7000,8,2913,0,3,2,70067.0,0,0,1,0,9,5,7.0
11500,8,6467,0,5,2,54000.0,0,0,0,1,0,1,9.0
14300,30,144,0,6,2,121000.0,0,0,0,1,10,9,10.0
9800,11,7968,0,6,2,242464.0,0,0,0,1,8,0,13.0
15995,10,4359,0,6,2,94743.0,0,0,0,1,8,3,10.0
3500,17,5875,0,5,2,176000.0,0,0,2,3,0,8,13.0
1680,17,5229,2,5,2,248500.0,0,0,0,1,0,8,16.0
5500,6,8142,2,6,2,78000.0,0,0,2,1,10,10,26.0
4000,20,5559,0,5,2,205212.0,0,0,2,2,9,0,19.0
9000,11,7848,0,6,2,160163.0,0,0,2,1,8,5,13.0
14733,6,3473,0,3,2,53573.0,0,0,0,2,0,9,4.0
6500,13,2290,0,3,2,137793.0,0,0,1,3,3,0,8.0
29870,17,9630,3,5,2,27981.0,0,1,0,0,0,5,6.0
12470,35,6923,0,3,3,48899.0,4,0,1,0,9,9,5.0
12381,10,4979,0,3,2,61497.0,4,0,1,1,9,2,4.0
4750,10,3271,0,5,2,211484.0,0,0,0,2,0,0,13.0
7500,15,5056,0,5,2,124934.0,0,0,0,0,9,9,8.0
3000,28,4688,0,5,2,140401.0,0,0,2,3,3,8,23.0
4500,10,3852,0,6,2,214347.0,0,0,2,1,8,1,14.0
2500,14,9829,0,5,2,208316.0,0,0,1,2,9,9,15.0
5000,27,1374,0,3,2,136265.0,0,0,1,2,9,9,11.0
7500,10,3852,0,6,2,135257.0,0,0,2,1,8,8,14.0
5500,18,7324,0,3,2,111319.0,0,0,1,0,9,8,7.0
3500,27,7743,0,3,2,183324.0,0,0,1,3,9,9,11.0
3500,23,1885,0,5,2,186624.0,0,0,2,2,9,9,19.0
3750,22,430,2,3,2,165200.0,0,0,1,0,9,9,14.0
9250,25,2509,2,3,2,75211.0,1,0,1,0,2,0,6.0
5200,13,1264,0,5,2,132000.0,4,0,1,1,3,4,12.0
6998,35,7232,0,3,2,160000.0,0,0,1,0,0,5,12.0
5500,6,2686,0,3,2,146677.0,0,0,1,0,9,0,6.0
12998,35,6923,0,3,3,60000.0,0,0,1,0,4,4,5.0
6000,6,2686,0,3,2,96515.0,0,0,1,0,9,0,9.0
6000,6,2686,0,3,2,132348.0,0,0,1,0,9,8,8.0
4095,10,3590,2,3,2,159000.0,0,0,0,2,0,10,10.0
10000,6,2686,0,3,2,42716.0,4,0,1,0,9,0,3.0
5500,6,8123,0,6,0,376144.0,0,0,2,1,8,10,18.0
5500,6,8379,0,3,2,113111.0,0,0,1,3,9,9,8.0
2999,2,1118,0,5,2,216208.0,0,1,0,0,9,5,17.0
2200,32,5538,2,3,2,120090.0,0,1,1,3,9,10,13.0
3800,20,3483,0,5,2,129800.0,0,2,1,1,9,9,20.0
4500,6,2686,0,3,2,153016.0,0,0,1,0,9,8,9.0
13995,18,8502,0,3,2,22044.0,0,0,1,2,0,9,5.0
12995,27,4912,2,5,2,102988.0,0,0,2,2,10,10,6.0
19000,13,5409,0,3,2,3976.0,0,0,1,2,0,4,2.0
34995,33,9685,3,3,2,6200.0,0,1,0,2,9,5,2.0
3000,6,8167,1,6,2,255000.0,0,0,0,1,8,10,10.0
4250,16,9876,0,6,2,150000.0,0,0,2,1,9,0,18.0
6500,18,6565,3,3,2,95000.0,4,0,1,1,9,5,7.0
19480,18,8434,0,5,2,48694.0,4,0,0,1,0,10,4.0
10900,15,5048,0,5,2,74000.0,0,0,2,3,9,10,8.0
3500,6,217,2,6,2,247000.0,0,0,0,1,10,10,26.0
8000,14,3315,3,3,2,18600.0,5,0,1,2,9,1,3.0
14500,11,9970,2,6,2,135000.0,0,0,0,1,0,5,9.0
4600,27,8967,2,6,2,144327.0,0,0,0,0,10,1,14.0
4500,3,9716,0,5,2,100657.0,0,0,0,2,0,10,15.0
15480,6,9237,0,5,2,46597.0,0,0,1,1,0,9,4.0
20888,15,7079,0,5,2,28200.0,0,0,1,1,0,9,3.0
4800,35,6901,0,3,2,139557.0,0,0,1,0,4,5,13.0
25000,10,9163,0,5,2,13724.0,0,0,2,1,12,10,5.0
8500,10,3852,2,6,2,265000.0,0,0,2,1,8,10,10.0
800,4,2162,2,5,2,99000.0,0,0,1,2,9,1,21.0
3300,13,2275,1,3,2,120665.0,0,1,1,0,3,0,9.0
15995,23,5131,0,6,2,123100.0,0,0,0,1,0,0,7.0
